Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
AXP,Common Stock,American Express Company,"American Express Company (AXP) is a leading global financial services firm, renowned for its premium charge and credit card products, along with a comprehensive suite of travel and expense management solutions. Headquartered in New York City, the company operates across three key segments: Global Consumer Services, Global Commercial Services, and Global Merchant Services, catering to a diverse clientele from individual consumers to large corporations. With a strong emphasis on innovation and exceptional customer service, American Express leverages advanced technology to enhance its offerings, ensuring a competitive advantage in a dynamic marketplace. The company's extensive network of strategic partnerships and merchants reinforces its status as a premier industry leader, driving growth and customer loyalty.",4962,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"200 VESEY STREET, NEW YORK, NY, UNITED STATES, 10285",https://www.americanexpress.com,December,2025-09-30,251244872000,None,24.51,2.123,47.05,3.16,0.0087,14.57,93.58,0.161,0.221,0.0371,0.339,65294000000,41876001000,14.57,0.186,0.122,350.87,3,7,17,1,1,24.51,20.79,3.848,7.75,4.408,-,1.147,377.23,219.32,343.5,305.73,688852000,535720000,22.142,65.443,2025-11-10,2025-10-10
AIG,Common Stock,American International Group Inc,"American International Group, Inc. (AIG) is a prominent global finance and insurance corporation based in the United States, operating in over 80 countries. The company is structured into three main segments: General Insurance, which encompasses property and casualty insurance; Life & Retirement, which focuses on life insurance and retirement solutions; and a technology-driven subsidiary dedicated to enhancing insurance offerings. AIG emphasizes sustainable value creation for its clients and stakeholders while effectively addressing the complexities of a rapidly changing global market. With its extensive experience and commitment to innovation, AIG remains a vital contributor to the insurance sector, adapting to the evolving demands and risks faced by customers worldwide.",5272,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - DIVERSIFIED,"1271 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10020",https://www.aig.com,December,2025-09-30,42275783000,8315000000,14.09,0.855,75.46,1.7,0.0217,5.52,46.35,0.12,0.152,0.0178,0.0769,27120001000,9223999000,5.52,0.323,-0.041,88.44,3,5,12,0,0,14.09,10.08,1.559,1.029,1.823,-,0.622,87.1,68.14,78.78,80.8,539576000,537509000,0.302,100.561,2025-12-30,2025-12-16
AMT,Common Stock,American Tower Corp,"American Tower Corporation (AMT) is a leading real estate investment trust (REIT) focused on the ownership and operation of a vast portfolio of wireless and broadcast communications infrastructure worldwide. With its headquarters in Boston, Massachusetts, AMT plays a crucial role in meeting the surging demand for mobile connectivity by supplying essential assets, such as cellular towers, to telecommunications providers and broadcasters. The company's strategic emphasis on expanding its international footprint not only enhances its competitive position but also capitalizes on the rapid advancements in communication technologies, making AMT an attractive investment opportunity for institutional investors seeking exposure to growth within the dynamic telecommunications sector.",1053507,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"116 HUNTINGTON AVENUE, BOSTON, MA, UNITED STATES, 02116-5749",https://www.americantower.com,December,2025-09-30,85947040000,6728300000,28.91,52.79,8.44,6.72,0.0371,6.35,22.35,0.281,0.455,0.0473,0.288,10454700000,7766300000,6.35,-0.595,0.077,232,6,11,5,0,0,28.91,24.69,8.22,21.45,12.23,18.95,0.917,232.28,168.28,188.7,205.64,468147000,466780000,0.156,96.928,2025-10-20,2025-09-30
AWK,Common Stock,American Water Works,"American Water Works Company, Inc. (AWK) is the premier publicly traded water and wastewater utility in the United States, providing essential services to over 14 million people across 24 states and parts of Canada. With a strategic focus on sustainable water management and significant investments in modernizing infrastructure, AWK is adept at navigating regulatory frameworks and addressing the critical challenges of resource conservation and environmental resilience. The company's robust operational performance and commitment to delivering reliable service position it favorably for long-term growth and consistent dividend payouts, making it an appealing investment choice for institutional investors seeking stability in the essential utilities sector.",1410636,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED WATER,"1 WATER STREET, CAMDEN, NJ, UNITED STATES, 08102-1658",https://www.amwater.com,December,2025-09-30,25682164000,2761000000,23.09,2.666,55.9,3.185,0.0242,5.7,26,0.219,0.426,0.0355,0.105,5070000000,3080000000,5.7,0.081,0.097,142.09,0,3,8,1,2,23.09,21.55,5.07,2.352,8.06,14.08,0.753,152.71,115.89,136.67,139.9,195124000,194653000,0.140,96.028,2025-12-02,2025-11-13
AMP,Common Stock,Ameriprise Financial Inc,"Ameriprise Financial, Inc. (AMP) is a leading financial services firm headquartered in Minneapolis, Minnesota, recognized for its comprehensive wealth management and financial planning solutions. The company delivers a broad range of services, including asset management, insurance products, annuities, and estate planning, primarily serving individual and institutional clients. With an emphasis on personalized financial strategies and a commitment to excellence, Ameriprise leverages its deep market expertise to help clients achieve their financial objectives and enhance their long-term economic security. As a publicly traded entity, Ameriprise continues to strengthen its position in the financial sector through innovation and exceptional client service.",820027,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"1099 AMERIPRISE FINANCIAL CENTER, MINNEAPOLIS, MN, UNITED STATES, 55474",https://www.ameriprise.com,December,2025-09-30,42682741000,4269000000,12.59,1.625,69.31,6.16,0.0134,36.37,189.2,0.196,0.373,0.0222,0.596,18513000000,10509000000,36.37,0.866,0.073,533.18,2,4,6,1,1,12.59,11.21,2.306,6.61,2.153,-,1.263,574.69,392.21,480.4,500.92,92906000,92542000,0.195,87.050,2025-11-24,2025-11-10
AME,Common Stock,Ametek Inc,"Ametek Inc. is a prominent global manufacturer of electronic instruments and electromechanical devices, headquartered in Berwyn, Pennsylvania. With over 220 manufacturing facilities worldwide, Ametek caters to diverse sectors including aerospace, power generation, and industrial applications. The company is distinguished by its commitment to innovation and a customer-centric business model, firmly establishing itself as a leader in advanced manufacturing. Ametek's strategic focus on operational excellence and its proactive approach to acquisitions bolster its strong growth trajectory amid a rapidly evolving market landscape.",1037868,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"1100 CASSATT ROAD, BERWYN, PA, UNITED STATES, 19312-1177",https://www.ametek.com,December,2025-09-30,44694082000,2267058000,30.59,2.895,45.73,1.21,0.0062,6.32,31.04,0.205,0.258,0.0749,0.146,7164270000,2570374000,6.32,0.088,0.108,219.94,2,9,7,0,0,30.59,26.18,6.24,4.246,6.52,20.65,1.045,204.15,144.53,188.9,180.73,230204000,228935000,0.367,89.427,2025-12-19,2025-12-05
AMGN,Common Stock,Amgen Inc,"Amgen Inc. is a prominent multinational biopharmaceutical company headquartered in Thousand Oaks, California, renowned for its innovative therapies rooted in recombinant DNA technology. Specializing in oncology, nephrology, and inflammation, Amgen leverages its expertise in molecular biology to develop and commercialize biologic products that enhance patient outcomes. With a robust drug pipeline and a strong competitive position in the biotechnology sector, Amgen remains at the forefront of medical advancements, actively addressing global unmet medical needs and maintaining a commitment to improving the quality of life for patients worldwide.",318154,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"ONE AMGEN CENTER DRIVE, THOUSAND OAKS, CA, UNITED STATES, 91320-1799",https://www.amgen.com,December,2025-09-30,181327970000,16481000000,25.98,1.056,17.86,9.39,0.0279,12.96,66.89,0.195,0.342,0.0771,0.817,35970998000,25198000000,12.96,0.136,0.124,318.51,3,10,15,2,1,25.98,15.27,5.04,18.81,6.28,13.68,0.461,345.84,247.06,294.91,293.55,538481000,537113000,0.214,83.878,2025-12-12,2025-11-21
APH,Common Stock,Amphenol Corporation,"Amphenol Corporation (APH) is a leading global provider of innovative interconnect solutions, specializing in the design and manufacturing of electronic and fiber optic connectors, cable assemblies, and interconnect systems for diverse sectors such as telecommunications, automotive, industrial, and military. With a strong emphasis on quality and technological advancement, Amphenol is strategically positioned to capitalize on the rising demand for sophisticated connectivity solutions amidst evolving market dynamics. The company's robust operational framework and commitment to innovation not only enhance its competitive edge but also support sustained revenue growth and long-term shareholder value.",820313,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"358 HALL AVENUE, WALLINGFORD, CT, UNITED STATES, 06492",https://www.amphenol.com,December,2025-09-30,165553521000,6062700000,45.03,1.161,10.23,0.66,0.0049,2.97,17.28,0.182,0.275,0.14,0.348,20973500000,7615100000,2.97,1.021,0.534,148.12,2,9,6,0,0,45.03,33.11,7.89,13.22,8.09,28.36,1.194,144.37,56.27,128.01,95.91,1224056000,1216222000,0.555,98.751,2026-01-07,2025-12-16
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI) is a prominent American multinational semiconductor firm headquartered in Wilmington, Massachusetts, recognized for its advanced solutions in data conversion, signal processing, and power management. Specializing in high-performance analog, mixed-signal, and digital signal processing integrated circuits, ADI caters to a variety of key sectors, including automotive, industrial, communications, and consumer electronics. With a steadfast commitment to innovation and precision technology, ADI has established itself as a vital contributor in the semiconductor industry, empowering its customers to enhance product performance and energy efficiency in an increasingly competitive market.",6281,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"ONE ANALOG WAY, WILMINGTON, MA, UNITED STATES, 01887",https://www.analog.com,October,2025-07-31,116854178000,4646811000,60.54,0.81,69.29,3.89,0.0164,3.88,20.95,0.189,0.285,0.0339,0.0565,10386794000,6247789000,3.88,0.316,0.246,269.91,4,19,11,0,0,60.54,25.25,11.25,3.428,11.75,26.1,1.05,257.1,157.3,240.54,224.92,491955000,490086000,0.261,93.298,2025-09-16,2025-09-02
AON,Common Stock,Aon PLC,"Aon PLC is a leading global professional services firm specializing in risk, retirement, and health solutions, entrusted by clients across more than 120 countries. The company utilizes advanced data and analytics to develop tailored strategies that effectively manage financial risks and enhance performance outcomes. Aon's extensive portfolio includes insurance brokerage, pension administration, and health benefit consulting, showcasing its commitment to innovation and adaptability in a dynamic market landscape. With a steadfast focus on client success, Aon positions itself as a vital partner in navigating complexities and pursuing sustainable growth.",315293,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"15 GEORGE'S QUAY, DUBLIN, IRELAND, D02 VR98",https://www.aon.com,December,2025-09-30,75429380000,5432000000,28.1,1.552,36.89,2.91,0.0083,12.46,78.76,0.16,0.204,0.0559,0.377,17028000000,7962000000,12.46,0.344,0.074,402.67,5,8,6,0,2,28.1,18.48,4.43,9.5,5.39,17.52,0.837,410.34,321.67,351.94,366.18,214935000,208014000,3.047,89.630,2025-11-14,2025-11-03
APA,Common Stock,APA Corporation,"APA Corporation is a prominent energy company focused on the exploration and production of oil and natural gas, with significant operations in the Permian Basin and the North Sea. Leveraging cutting-edge technologies, APA enhances resource extraction and operational efficiency while maintaining a strong commitment to sustainability and environmental stewardship. Headquartered in Houston, Texas, the company is strategically poised to navigate global energy market trends and demand variability, positioning itself as a key player in the transition towards a more sustainable energy future.",6769,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"2000 W. SAM HOUSTON PKWY. S., HOUSTON, TX, UNITED STATES, 77042-3643",https://www.apacorp.com,December,2025-09-30,8792251000,5831000000,5.93,0.17,16.77,1,0.0405,4.18,25.85,0.161,0.273,0.0993,0.274,9376000000,6239000000,4.18,0.145,-0.164,25.07,1,4,18,4,1,5.93,8.94,0.938,1.468,1.335,2.339,0.763,25.8,13.04,23.52,20.34,354669000,352669000,0.467,100.156,2025-11-21,2025-10-22
APO,Common Stock,Apollo Global Management LLC Class A,None,1858681,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019",https://www.apollo.com/institutional/homepage,December,2025-09-30,75803197000,None,19.04,1.37,37.46,2,0.0155,6.86,46.39,0.158,0.299,0.0144,0.166,27217000000,10880000000,6.86,1.153,0.264,156.81,4,10,6,0,0,19.04,13.91,2.785,3.437,3.043,14.76,1.61,187.59,101.84,130.64,137.66,580423000,458458000,26.729,66.236,2025-11-28,2025-11-17
AAPL,Common Stock,Apple Inc,"Apple Inc. is a leading American multinational technology company that specializes in innovative consumer electronics, software, and online services. With a record revenue of $274.5 billion in 2020, it holds the title of the world's most valuable publicly traded company and is a dominant force in the global technology landscape. Its flagship products, such as the iPhone, iPad, and Mac, have cemented its reputation as a trailblazer in the sector, positioning it as the fourth-largest PC vendor and smartphone manufacturer worldwide. As a cornerstone of the ""Big Five"" technology companies, Apple continues to set industry standards and drive advancements in technology and consumer engagement.",320193,NASDAQ,USD,USA,TECHNOLOGY,CONSUMER ELECTRONICS,"ONE APPLE PARK WAY, CUPERTINO, CA, UNITED STATES, 95014",https://www.apple.com,September,2025-09-30,4033205502000,144748003000,36.61,2.762,4.991,1.02,0.0037,7.44,27.84,0.269,0.317,0.23,1.714,416161006000,195201008000,7.44,0.912,0.079,281.07,5,24,15,1,3,36.61,32.89,9.69,54.7,9.8,28.17,1.109,277.05,168.63,255.93,225.38,14776353000,14750199000,1.980,63.981,2025-11-13,2025-11-10
